id,context,response,tags
717,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.referringProvider.specialtyId","Referring Provider Specialty ID ",bca
718,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.referringProvider.address.state","Referring Provider State ",bca
719,"Give Business name for ProviderBKM.Fetch Ansi Specialty Code(DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.referringProvider.ansiSpecialtyId,Decision Response)"","Referring Provider Taxonomy Code ",bca
720,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.referringProvider.ansiSpecialtyId","Referring Provider Taxonomy ID ",bca
721,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.referringProvider.type","Referring Provider Type ",bca
722,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.referringProvider.type.id","Referring Provider Type ID ",bca
723,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.referringProvider.address.zip","Referring Provider ZIP Code ",bca
724,"Give Business name for flatten(Eligibility Benefits.relatedEntity)","Related Entity ",bca
725,"Give Business name for (PatientOrInsuranceBKM.Fetch Primary PayerDecisionResponse).relationShipToInsured","Relationship To Insured Primary ",bca
726,"Give Business name for (PatientOrInsuranceBKM.Fetch Secondary PayerDecisionResponse).relationShipToInsured","Relationship To Insured Secondary ",bca
727,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.postOperativeCare.relinquishedCareDate","Relinquished Care Date ",bca
728,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.caForm.remainOffWork","Remain Off Work ",bca
729,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider","Rendering Provider ",bca
730,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.address","Rendering Provider Address ",bca
731,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.billedName","Rendering Provider Billing Name ",bca
732,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.renderingProviderEnrollmentStatus.credentialingStatusId","Rendering Provider Credentialing Status ID ",bca
733,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.entityType","Rendering Provider Entity Type ",bca
734,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.entityType.id","Rendering Provider Entity Type ID ",bca
735,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.entityType.name","Rendering Provider Entity Type Name ",bca
736,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.firstName","Rendering Provider First Name ",bca
737,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.providerGroupId","Rendering Provider Group ID ",bca
738,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.id","Rendering Provider ID ",bca
739,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.lastName","Rendering Provider Last Name ",bca
740,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.lastNameUnstripped","Rendering Provider Last Name With Special Characters ",bca
741,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.renderingProviderNumber.legacyNumber","Rendering Provider Legacy Number ",bca
742,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.middleInitial","Rendering Provider Middle Initial ",bca
743,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.name","Rendering Provider Name ",bca
744,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.nameSuffix","Rendering Provider Name Suffix ",bca
745,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.renderingProviderNumber.npi","Rendering Provider NPI ",bca
746,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.renderingProviderNumber.verifiedStatusId","Rendering Provider NPI Verified Status ",bca
747,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.renderingProviderNumber.providerNumber","Rendering Provider Number ",bca
748,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.renderingProviderNumber.providerNumberCategoryId","Rendering Provider Number Category ID ",bca
749,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.renderingProviderNumber.npiGoVerifiedStatusId","Rendering Provider Number Go Verified Status ",bca
750,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.specialtyId","Rendering Provider Specialty ID ",bca
751,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.address.state","Rendering Provider State ",bca
752,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.ansiSpecialtyAnsiCode","Rendering Provider Taxonomy Code ",bca
753,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.ansiSpecialtyId","Rendering Provider Taxonomy ID ",bca
754,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.ansiSpecialtyName","Rendering Provider Taxonomy Name ",bca
755,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.type","Rendering Provider Type ",bca
756,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.type.id","Rendering Provider Type ID ",bca
757,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.type.name","Rendering Provider Type Name ",bca
758,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.renderingProvider.type.displayName","Rendering Provider Type Name With Display Formatting ",bca
759,"Give Business name for ##Verify this is appropriate for your model before use## if(Report Map!=null)  then Report Map.reportData else []","Report Data ",bca
760,"Give Business name for Reference Data.reportMaps[item.id = 81]","Report Map ",bca
761,"Give Business name for Reference Data.reportMaps","Report Maps ",bca
762,"Give Business name for DecisionResponse.scrubbedClaim.claim.reserved19Note","Reserved 19 Note ",bca
763,"Give Business name for DecisionResponse.scrubbedClaim.crossModel.birthReserved19Note","Reserved Note Validation ",bca
764,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicaidResubmissionCode","Resubmission Code ",bca
765,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicaidResubmissionOrigRefNo","Resubmission Original Ref No ",bca
766,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.caForm.returnToFullDuty","Return To Full Duty ",bca
767,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.caForm.returnToModifiedWork","Return To Modified Work ",bca
768,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.autoFormatting.rhc","RHC Auto Encounter Formatting ",bca
769,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.rhc","RHC Claim Flag ",bca
770,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.credentialed.rhc","RHC Credentialed ",bca
771,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.department.type.rhc","RHC Department Flag ",bca
772,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.settings.insuranceGroups.rhc","RHC Insurance Group ",bca
773,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides","Routing Address ",bca
774,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides.street1","Routing Address Line 1 ",bca
775,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides.street2","Routing Address Line 2 ",bca
776,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides.city","Routing City ",bca
777,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides.claimSubmissionCategoryId","Routing Claim Submission Category ID ",bca
778,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides.emcCode","Routing EMC Code ",bca
779,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides.enrollmentCategoryId","Routing Enrollment Category ID ",bca
780,"Give Business name for flatten([DecisionResponse.scrubbedClaim.referenceData.routingBcbsDestinations.bcbsDestinations])","Routing Entity ID ",bca
781,"Give Business name for flatten(Decision Context.DecisionResponse.refData.routingBcbsDestinations.bcbsDestinations)","Routing Entity IDs ",bca
782,"Give Business name for DecisionResponse.scrubbedClaim.claim.routing.bcbsDestination.entityName","Routing Entity Name ",bca
783,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides.id","Routing Insurance Package ID ",bca
784,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides.insuranceReportingCategoryId","Routing Insurance Reporting Category ID ",bca
785,"Give Business name for PatientOrInsuranceBKM.Get Medical Group Enrollment Details(     enrollmentCategoryId : Routing Enrollment Category ID,    refData : Reference Data )"","Routing Medical Group Enrollment Status ",bca
786,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.routingProgram.id","Routing Program ID ",bca
787,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides.state","Routing State ",bca
788,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.destinationOverrides.zip","Routing ZIP Code ",bca
789,"Give Business name for DecisionResponse.scrubbedClaim.claim.schedulingProviderId","Scheduling Provider ID ",bca
790,"Give Business name for DecisionResponse.refData.providers[item.id = DecisionResponse.scrubbedClaim.claim.schedulingProviderId].providerType","Scheduling Provider Type ID ",bca
791,"Give Business name for DecisionResponse.scrubState","Scrub State ",bca
792,"Give Business name for DecisionResponse.scrubbedClaim.claim.diagnosis.secondaryCode","Second Claim Diagnosis Code ",bca
793,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.consultation.secondOpinionForSurgery","Second Opinion For Surgery ",bca
794,"Give Business name for (Secondary Payer).acceptsAssignment","Secondary Accepts Assignment ",bca
795,"Give Business name for (Secondary Payer).insurancePackage.adjudicationProgramId","Secondary Adjudication Program ID ",bca
796,"Give Business name for (Secondary Payer).claimSubmissionCategory.billingTypeId","Secondary Billing Type ID ",bca
797,"Give Business name for (Secondary Payer).insurancePackage.casePolicyId","Secondary Case Policy Type ID ",bca
798,"Give Business name for (Secondary Payer).insurancePackage.claimFilingIndicator.ansiCode","Secondary Claim Filing Indicator Ansi Code ",bca
799,"Give Business name for (Secondary Payer).insurancePackage.claimFilingIndicator.id","Secondary Claim Filing Indicator ID ",bca
800,"Give Business name for DecisionResponse.scrubbedClaim.claim.secondaryOutstandingAmount","Secondary Claim Outstanding Amount ",bca
801,"Give Business name for (Secondary Payer).insurancePackage.claimRuleCategory.id","Secondary Claim Rule Category ID ",bca
802,"Give Business name for (Secondary Payer).insurancePackage.claimSubmissionCategory.id","Secondary Claim Submission Category ID ",bca
803,"Give Business name for (Secondary Payer).insurancePackage.customInsuranceGroup.id","Secondary Custom Insurance Group ID ",bca
804,"Give Business name for (Secondary Payer).insurancePackage.enrollmentCategory.id","Secondary Enrollment Category ID ",bca
805,"Give Business name for (Secondary Payer).insurancePackage.governmentFundedTypeId","Secondary Government Funded Type ID ",bca
806,"Give Business name for (PatientOrInsuranceBKM.Fetch Secondary PayerDecisionResponse).caseNumber","Secondary Insurance Case Number ",bca
807,"Give Business name for (Secondary Payer).insurancePackage.cobaCode","Secondary Insurance COBA Code ",bca
808,"Give Business name for (Secondary Payer).insurancePackage.crossOverCode","Secondary Insurance Crossover Code ",bca
809,"Give Business name for (Secondary Payer).eraRecordSourceId","Secondary Insurance ERA Source ID ",bca
810,"Give Business name for (Secondary Payer).groupId","Secondary Insurance Group ID ",bca
811,"Give Business name for (Secondary Payer).issueDate","Secondary Insurance Issue Date ",bca
812,"Give Business name for (Secondary Payer).insurancePackage","Secondary Insurance Package ",bca
813,"Give Business name for (Secondary Payer).insurancePackage.payerAddress.street1","Secondary Insurance Package Address ",bca
814,"Give Business name for (Secondary Payer).insurancePackage.payerAddress.street2","Secondary Insurance Package Address Line 2 ",bca
815,"Give Business name for (Secondary Payer).insurancePackage.payerAddress.city","Secondary Insurance Package City ",bca
816,"Give Business name for (Secondary Payer).insurancePackage.fullName","Secondary Insurance Package Full Name ",bca
817,"Give Business name for (Secondary Payer).insurancePackage.id","Secondary Insurance Package ID ",bca
818,"Give Business name for (Secondary Payer).insurancePackage.name","Secondary Insurance Package Name ",bca
819,"Give Business name for (Secondary Payer).insurancePackage.payerAddress.state","Secondary Insurance Package State ",bca
820,"Give Business name for (Secondary Payer).insurancePackage.payerAddress.zip","Secondary Insurance Package Zip Code ",bca
821,"Give Business name for (Secondary Payer).id","Secondary Insurance Plan ID ",bca
822,"Give Business name for (Secondary Payer).insurancePackage.insuranceReportingCategory.id","Secondary Insurance Reporting Category ID ",bca
823,"Give Business name for (Secondary Payer).insurancePackage.insuranceReportingCategory.name","Secondary Insurance Reporting Category Name ",bca
824,"Give Business name for (Secondary Payer).insurancePackage.insuranceTypeId","Secondary Insurance Type ID ",bca
825,"Give Business name for (Secondary Payer).insurancePackage.medicalGroup.groupNumber.legacyNumber","Secondary Medical Group Legacy Number ",bca
826,"Give Business name for (Secondary Payer).insurancePackage.medicalGroup.groupNumber","Secondary Medical Group Number ",bca
827,"Give Business name for PatientOrInsuranceBKM.Fetch Secondary PayerDecisionResponse.insurancePackage.settings.medicareReplacement","Secondary Medicare Replacement ",bca
828,"Give Business name for (Secondary Payer).insurancePackage.settings.medicareReplacement","Secondary Medicare Replacement Flag ",bca
829,"Give Business name for (Secondary Payer).memberId","Secondary Member ID ",bca
830,"Give Business name for (Secondary Payer).insurancePackage.claimSubmissionCategory","Secondary NPI Status ID ",bca
831,"Give Business name for (Secondary Payer).insurancePackage.claimSubmissionCategory.usePatientAsSubscriber","Secondary Patient As Subscriber ",bca
832,"Give Business name for (Secondary Payer).insurancePackage.relationShipToInsured.id","Secondary Patient Relationship To Insured ID ",bca
833,"Give Business name for PatientOrInsuranceBKM.Fetch Secondary Payer(DecisionResponse)","Secondary Payer ",bca
834,"Give Business name for (Secondary Payer).insurancePackage.settings.insuranceGroups.pbc","Secondary PBC Insurance Group ",bca
835,"Give Business name for (Secondary Payer).subscriber.address.street1","Secondary Policy Holder Address Line1 ",bca
836,"Give Business name for (Secondary Payer).subscriber.address.city","Secondary Policy Holder City ",bca
837,"Give Business name for (Secondary Payer).subscriber.address.countryId","Secondary Policy Holder Country ID ",bca
838,"Give Business name for (Secondary Payer).subscriber.birthDate","Secondary Policy Holder Date Of Birth ",bca
839,"Give Business name for (Secondary Payer).subscriber.employer.name","Secondary Policy Holder Employer Name ",bca
840,"Give Business name for (Secondary Payer).subscriber.employer.address.state","Secondary Policy Holder Employer State ",bca
841,"Give Business name for (Secondary Payer).subscriber.entityType.id","Secondary Policy Holder Entity Type ID ",bca
842,"Give Business name for (Secondary Payer).subscriber.firstName","Secondary Policy Holder First Name ",bca
843,"Give Business name for (Secondary Payer).subscriber.lastName","Secondary Policy Holder Last Name ",bca
844,"Give Business name for (Secondary Payer).subscriber.middleInitial","Secondary Policy Holder Middle Initial ",bca
845,"Give Business name for (Secondary Payer).subscriber.entityType.displayName","Secondary Policy Holder Name ",bca
846,"Give Business name for (Secondary Payer).subscriber.sex","Secondary Policy Holder Sex ",bca
847,"Give Business name for (Secondary Payer).subscriber.address.state","Secondary Policy Holder State ",bca
848,"Give Business name for (Secondary Payer).subscriber.address.zip","Secondary Policy Holder ZIP Code ",bca
849,"Give Business name for (Secondary Payer).insurancePackage.productTypeId","Secondary Product Type ID ",bca
850,"Give Business name for (Secondary Payer).insurancePackage.renderingProviderNumber","Secondary Rendering Provider Number ",bca
851,"Give Business name for (PatientOrInsuranceBKM.Fetch Secondary PayerDecisionResponse).insurancePackage.settings.insuranceGroups.rhc","Secondary RHC Insurance Group ",bca
852,"Give Business name for (Secondary Payer).insurancePackage.routingProgram.id","Secondary Routing Program ID ",bca
853,"Give Business name for (Secondary Payer).insurancePackage.firstName","Secondary Subscriber First Name ",bca
854,"Give Business name for (Secondary Payer).insurancePackage.lastName","Secondary Subscriber Last Name ",bca
855,"Give Business name for (Secondary Payer).insurancePackage.supervisingProviderNumber","Secondary Supervising Provider Number ",bca
856,"Give Business name for (Secondary Payer).workersCompensation.state","Secondary Workers Comp State ",bca
857,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.miscellaneousFields.serviceAuthExceptionCode","Service Auth Exception Code ",bca
858,"Give Business name for DecisionResponse.scrubbedClaim.claim.signature","Signature ",bca
859,"Give Business name for DecisionResponse.scrubbedClaim.claim.signature.assignmentOfBenefitsYN","Signature On File For Assignment Of Benefits ",bca
860,"Give Business name for DecisionResponse.scrubbedClaim.claim.signature.releaseOfInformationYN","Signature On File For Release Of Information ",bca
861,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.signatureSourceCode","Signature Source ID ",bca
862,"Give Business name for ProviderBKM.Provider Exist","Signoff Provider ID ",bca
863,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.nyForm.similarConditionYN","Similar Past Condition ",bca
864,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.nyForm.similarConditionDescription","Similar Past Condition Description ",bca
865,"Give Business name for DecisionResponse.scrubbedClaim.claim.slidingFeePlan.patientInsuranceId","Sliding Fee Insurance ID ",bca
866,"Give Business name for PatientOrInsuranceBKM.Fetch Sliding Fee Plan Details(decisionResponse: DecisionResponse, insurancePlanId: Decision Response.scrubbedClaim.claim.slidingFeePlan.patientInsuranceId)"","Sliding Fee Plan ID ",bca
867,"Give Business name for DecisionResponse.scrubbedClaim.claim.slidingFeePlan.name","Sliding Fee Plan Name ",bca
868,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.slidingFeePlans","Sliding Fee Plans ",bca
869,"Give Business name for DecisionResponse.activeInsurance.slidingFee.programId","Sliding Fee Program ",bca
870,"Give Business name for Ref Patient Insurances.slidingFeeProgramId","Sliding Fee Program ID ",bca
871,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.primarytinConfig","SMG East Primary TIN Config ",bca
872,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.primarytinConversionDate","SMG East Primary TIN Conversion Date ",bca
873,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.primarytinExpirationDate","SMG East Primary TIN Expiration Date ",bca
874,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.secondarytinConfig","SMG East Secondary TIN Config ",bca
875,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.secondarytinConversionDate","SMG East Secondary TIN Conversion Date ",bca
876,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.secondarytinExpirationDate","SMG East Secondary TIN Expiration Date ",bca
877,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.nyForm.solelyRelatedToAutoAccidentYN","Solely Related to Auto Accident ",bca
878,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialHandling","Special Handling ",bca
879,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialHandling.houseHoldByDocumentID","Special Handling Household by Document Flag ",bca
880,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialHandling.overrides","Special Handling Override ",bca
881,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialHandling.overrides.address","Special Handling Override Address ",bca
882,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialHandling.supportingDocumentsOnly","Special Handling Supporting Documents Only Flag ",bca
883,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.miscellaneousFields.specialProgramCode","Special Program Code ",bca
884,"Give Business name for ProviderBKM.Fetch Ansi Code(DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.referringProvider.ansiSpecialtyId,Decision Response)"","Specialty Code ",bca
885,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup","Specialty Field Group ",bca
886,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.spinalManipulation.condition","Spinal Manipulation Condition ",bca
887,"Give Business name for DecisionResponse.dbStack","Stack ",bca
888,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.caForm.subjectiveComplaints","Subjective Complaints ",bca
889,"Give Business name for DecisionResponse.scrubbedClaim.claim.submissionOverrides","Submission Overrides ",bca
890,"Give Business name for DecisionResponse.activeInsurance.subscriber.address","Subscriber Address ",bca
891,"Give Business name for DecisionResponse.activeInsurance.subscriber.address.street2","Subscriber Address Line 2 ",bca
892,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.address","Supervising Provider Address ",bca
893,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.billableOverride","Supervising Provider Billable Flag ",bca
894,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.billedName","Supervising Provider Billing Name ",bca
895,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderEnrollmentStatus.credentialingId","Supervising Provider Credentialing ID ",bca
896,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderEnrollmentStatus.credentialingStatusId","Supervising Provider Credentialing Status ID ",bca
897,"Give Business name for Reference Data.providerNumbers.departmentIds","Supervising Provider Department ID ",bca
898,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderEnrollmentStatus","Supervising Provider Enrollment Status Entity ",bca
899,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.entityType","Supervising Provider Entity Type ",bca
900,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.firstName","Supervising Provider First Name ",bca
901,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.providerGroupId","Supervising Provider Group ID ",bca
902,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.providerGroupName","Supervising Provider Group Name ",bca
903,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.id","Supervising Provider ID ",bca
904,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.lastName","Supervising Provider Last Name ",bca
905,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.lastNameUnstripped","Supervising Provider Last Name With Special Characters ",bca
906,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderNumber.legacyNumber","Supervising Provider Legacy Number ",bca
907,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.middleInitial","Supervising Provider Middle Initial ",bca
908,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.name","Supervising Provider Name ",bca
909,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.nameSuffix","Supervising Provider Name Suffix ",bca
910,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderNumber.npi","Supervising Provider NPI ",bca
911,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderNumber","Supervising Provider Number ",bca
912,"Give Business name for FetchProviderNumber.Execute(Department ID:Department ID,Provider ID:Supervising Provider ID,Provider Number Category ID:Destination PNC ID, Reference Data:Reference Data)"","Supervising Provider Number Exists Check ",bca
913,"Give Business name for DecisionResponse.scrubbedClaim.referenceData.supervisingProviderNumberFromPnc","Supervising Provider Number From Pnc ",bca
914,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderNumber.npiGoVerifiedStatusId","Supervising Provider Number Go Verified Status ",bca
915,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.specialtyId","Supervising Provider Specialty ID ",bca
916,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.ssn","Supervising Provider SSN ",bca
917,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.address.state","Supervising Provider State ",bca
918,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.ansiSpecialtyAnsiCode","Supervising Provider Taxonomy Code ",bca
919,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderNumber.ansiSpecialtyAnsiCode","Supervising Provider Taxonomy Code From Payer Enrollment ",bca
920,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.ansiSpecialtyId","Supervising Provider Taxonomy ID ",bca
921,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.supervisingProviderNumber.ansiSpecialtyId","Supervising Provider Taxonomy ID From Payer Enrollment ",bca
922,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.ansiSpecialtyName","Supervising Provider Taxonomy Name ",bca
923,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.type","Supervising Provider Type ",bca
924,"Give Business name for ProviderBKM.Fetch Provider Type Name","Supervising Provider Type Display Name ID ",bca
925,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.type.id","Supervising Provider Type ID ",bca
926,"Give Business name for ProviderBKM.Fetch Provider Details(DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.providers.supervisingProvider.type.id,Decision Response)"","Supervising Provider Type Name ",bca
927,"Give Business name for DecisionResponse.scrubbedClaim.claim.suppressClaimForm","Suppress Claim Form ",bca
928,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.medicalGroup.groupNumber.ansiSpecialtyAnsiCode","Taxonomy Code ",bca
929,"Give Business name for DecisionResponse.scrubbedClaim.claim.appointment.isDistantSiteTelehealth","Telehealth Distant Site Flag ",bca
930,"Give Business name for DecisionResponse.scrubbedClaim.claim.therapyBeginDate","Therapy Begin Date For Formatting ",bca
931,"Give Business name for DecisionResponse.scrubbedClaim.claim.workersCompensation.caForm.hourOfExam","Time Of First Examination Or Treatment ",bca
932,"Give Business name for DecisionResponse.scrubbedClaim.claim.specialtyFieldGroup.breastCare.tplDenialDate","TPL Denial Date ",bca
933,"Give Business name for DecisionResponse.scrubbedClaim.claim.charges.transactions","Transaction ",bca
934,"Give Business name for DecisionResponse.transferType","Transfer Type ID ",bca
935,"Give Business name for DecisionResponse.activeInsurancePrefix","Transfer Type Name ",bca
936,"Give Business name for DecisionResponse.scrubbedClaim.claim.ambulance.trips","Trips ",bca
937,"Give Business name for DecisionResponse.scrubbedClaim.claim.medicalGroup.providerGroup.department.typeOfBill.code","Type Of Bill Code ",bca
938,"Give Business name for DecisionResponse.scrubbedClaim.claim.settings.credentialed.uc","UC Credentialed ",bca
939,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.claimSubmissionCategory.usePatientAsSubscriber","Use Patient as Policy Holder ",bca
940,"Give Business name for DecisionResponse.scrubbedClaim.claim.patient.primaryProviderId","Usual Provider ",bca
941,"Give Business name for DecisionResponse.activeInsurance.insurancePackage.memberIdFormat","Valid ID Number Format ",bca
942,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityClaimCodes.valueCodes","Value Code ",bca
943,"Give Business name for DecisionResponse.scrubbedClaim.claim.facilityCodes.valueCodes.valueCode12","Value Code 12 ",bca
